user_id,username,frequency,avg_message_length,total_messages,url_ratio,repetition_ratio,time_in_channel,suspicious_links,generic_name,username_length,has_numbers,has_underscore,numeric_ratio,uppercase_ratio,special_char_count,is_bot
1,LucasGaming,27.368208575883067,73.20182622762422,104,0.33108962996792,0.5249266567502602,67.0031173683181,0,0,11,0,0,0.0,0.18181818181818182,0,0
2,Ultra_Emma,10.066325123817938,99.55560750838531,53,0.06698568752671197,0.18206811270335996,114.86130391063521,0,0,10,0,1,0.0,0.2,0,0
3,Mateo7935,4.3035649426556395,54.45458390083617,7,0.050938871462485935,0.0912315791915278,43.87928315500787,0,0,9,1,0,0.4444444444444444,0.1111111111111111,0,0
4,spam16095,54.16694569817891,11.127903196187827,285,0.813752731609185,0.9319973033908087,98.56751222793656,1,1,9,1,0,0.5555555555555556,0.0,0,1
5,Benjamin_RioGrande,22.42076504391771,39.203785289740445,37,0.025188210989894072,0.24763298664231498,34.67623636678818,0,0,18,0,1,0.0,0.16666666666666666,0,0
6,guest57346,80.58914781970219,22.156062603442514,175,0.5281516378409187,0.6451508081818673,20.577362209939437,1,1,10,1,0,0.5,0.0,0,1
7,auto73633,126.4019063367217,36.40237262684374,99,0.8400659655517257,0.6877150918785245,51.11727803923318,0,1,9,1,0,0.5555555555555556,0.0,0,1
8,temp26318,84.23067049334337,19.37047305656541,186,0.6979852363312274,0.9477342259946764,57.9725980521526,0,1,9,1,0,0.5555555555555556,0.0,0,1
9,abraham91289,24.289179976065228,71.88293372784426,47,0.15553692571290678,0.4136825393281452,158.95067061555403,0,0,12,1,0,0.4166666666666667,0.0,0,0
10,Valentina_2008,8.775876657630489,53.2834563291858,45,0.1782535729654352,0.12820023517228277,37.94039033532274,0,0,14,1,1,0.2857142857142857,0.07142857142857142,0,0
11,UshuaiaValentina,20.304584182368977,38.722217198434635,68,0.3018108810682443,0.3509231641549808,161.66549889250456,0,0,16,0,0,0.0,0.125,0,0
12,Benjamin_1996,23.10353257571593,98.81114373834873,52,0.21869151563849837,0.04511590477572463,137.99952039411693,0,0,13,1,1,0.3076923076923077,0.07692307692307693,0,0
13,Super_Camila,11.190765767279961,106.71873758122071,17,0.006097748277524184,0.20349871320418048,112.33987867490065,0,0,12,0,1,0.0,0.16666666666666666,0,0
14,Sebaschar,8.29146666704455,65.96922018771784,55,0.24009169365553257,0.015605832456950396,51.459292908510356,0,0,9,0,0,0.0,0.1111111111111111,0,0
15,Benjamin_Ushuaia,27.725114754554024,57.90865230213171,79,0.4193053243299164,0.6934501033392874,95.30383950044427,0,0,16,0,1,0.0,0.125,0,1
16,Super_Isabella,20.431545315663644,65.78714871594778,10,0.04579956128165871,0.22497078156640238,79.16568087618283,0,0,14,0,1,0.0,0.14285714285714285,0,0
17,auto25979,31.947735350738593,36.93984201420088,84,0.4832312192055116,0.4999603178204849,36.66300393709807,0,1,9,1,0,0.5555555555555556,0.0,0,1
18,EmmaGaming,3.9070353720730666,85.80012001296674,58,0.08215108486996067,0.09971963839335253,101.74255012665645,0,0,10,0,0,0.0,0.2,0,0
19,viewer71206,49.574329310687204,51.43740315408473,75,0.5860605293554526,0.6704039099694994,100.13997546369482,1,1,11,1,0,0.45454545454545453,0.0,0,1
20,ladydelcarmen28U,35.30537725829225,43.214620318038726,61,0.3270897215266799,0.439002140633957,178.3586882381078,0,0,16,1,0,0.125,0.0625,0,0
21,Andresjr_11,7.799976182397189,70.20538218323765,30,0.12774268576126552,0.1500675018901392,38.06729462660668,0,0,11,1,1,0.18181818181818182,0.09090909090909091,0,0
22,test55896,28.93784046530117,47.95115215978459,53,0.3568180253654538,0.45125663815245076,37.21156924538042,1,1,9,1,0,0.5555555555555556,0.0,0,1
23,viewer4597,44.288399511999465,54.68875223511603,81,0.3411445464458229,0.5951747711385712,90.66105124678367,0,1,10,1,0,0.4,0.0,0,1
24,estrellamonterrey,16.89991301096202,48.85811615551131,21,0.09535220247578086,0.04930401138280146,123.7415655611748,0,0,17,0,0,0.0,0.0,0,0
25,link7637,53.36869400171036,10.57386899311861,284,0.8662069324063343,0.9350317432864308,20.934585197898887,1,1,8,1,0,0.5,0.0,0,1
26,fake46625,34.17071692143378,45.72588517976061,32,0.35085122755981757,0.4627437192556106,104.10349380747739,0,1,9,1,0,0.5555555555555556,0.0,0,1
27,spam71769,30.871707384953122,68.46202928550265,72,0.35710109252851424,0.6793051479562157,96.42702391948296,0,1,9,1,0,0.5555555555555556,0.0,0,1
28,link5910,28.08653742415339,59.6225889303804,59,0.4782248341709137,0.6256600514645572,37.98331298530263,0,1,8,1,0,0.5,0.0,0,1
29,Alebc8,12.524083496501348,54.145397598553906,48,0.07839378301600769,0.2935465835868508,94.28469189026882,0,0,6,1,0,0.16666666666666666,0.16666666666666666,0,0
30,Se3as,4.450868050758663,111.5390235584282,13,0.17391018836135202,0.3282604416332092,111.35384257384821,0,0,5,1,0,0.2,0.2,0,0
31,QCharaa,35.800979022022204,46.32176995642436,107,0.33775399981518306,0.3727431363752867,95.56296087337878,0,0,7,0,0,0.0,0.2857142857142857,0,0
32,TP_MonicaMilagros1,10.689326949916465,58.50159204152334,28,0.14560024121698495,0.24114999474599888,115.05184881302583,0,0,18,1,1,0.05555555555555555,0.2222222222222222,0,0
33,anon16117,142.66110541237674,31.11376932971523,183,0.6254465228455512,0.856889989459968,73.59668828908386,1,1,9,1,0,0.5555555555555556,0.0,0,1
34,Matthewbpv,4.64525154704625,92.53386568845487,59,0.2295026275235876,0.3191553696957526,140.84187698680913,0,0,10,0,0,0.0,0.1,0,0
35,guest29199,141.80661663667968,32.83364611129474,160,0.580424086978873,0.8120560835566074,83.05769951791389,1,1,10,1,0,0.5,0.0,0,1
36,Benjamin9085,8.038655290460005,33.53277477638999,26,0.02951362681501299,0.019696245838934267,91.79909842382588,0,0,12,1,0,0.3333333333333333,0.08333333333333333,0,0
37,MartinaTDF,21.561459820471534,36.90518143692181,94,0.30693903387186733,0.4399086716223228,140.96040612427652,0,0,10,0,0,0.0,0.4,0,0
38,Ultra_Santiago,40.329029131975155,44.58682704937346,79,0.33849775865662934,0.5946231270573326,113.21065536675708,1,0,14,0,1,0.0,0.14285714285714285,0,1
39,Meli_ssa3,2.6405448844033823,102.45133921062632,44,0.2076724012995035,0.05043638706153811,176.20176162106742,0,0,9,1,1,0.1111111111111111,0.1111111111111111,0,0
40,link42373,23.00017840731275,49.849568876032556,57,0.3273926407634011,0.5296724009976309,42.561116464264,0,1,9,1,0,0.5555555555555556,0.0,0,1
41,MateoGaming,11.533062522850278,31.332797501936263,26,0.174658897357989,0.24637756756474077,103.87827810307625,0,0,11,0,0,0.0,0.18181818181818182,0,0
42,realjjay,18.389832367863043,91.92274670567832,9,0.03712935606427936,0.14488869446941893,102.50881000231897,0,0,8,0,0,0.0,0.0,0,0
43,ElBenjamin,37.85408269656761,17.510079364796308,41,0.4365295668497059,0.3079044956217096,183.58389066899127,0,0,10,0,0,0.0,0.2,0,0
